Air temperature [K];Process temperature [K];Rotational speed [rpm];Torque [Nm];Tool wear [min];Temperature_difference;Power;Mechanical_stress;Type_L;Type_M;ID;Failure_Prediction;Failure_Probability;SHAP_Rotational_speed;SHAP_Power;SHAP_Tool_wear;SHAP_Temperature_difference;Key_factor;Risk_level;Maintenance_Recommendation;Suggested_Action
299;310;1713;28;116;11;47964;3248;1;0;471;0;0,029010810154534116;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1606;30;17;9;49464;523;1;0;472;0;0,015600612695895117;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1564;38;85;8;60214;3272;1;0;473;0;0,018391609638588536;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1502;40;153;10;61431;6257;1;0;474;0;0,011193113190712279;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1723;27;210;9;47554;5796;1;0;475;0;0,4832266080291608;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
304;313;1575;34;92;9;54337;3174;0;1;476;0;0,013260414541385998;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;313;1437;48;110;9;69407;5313;0;1;477;0;0,029576759048710866;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1641;27;16;9;44471;433;1;0;478;0;0,020519827359097527;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1449;46;60;9;67378;2790;1;0;479;0;0,020301339434307043;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1520;39;43;11;59584;1685;1;0;480;0;0,009782181124403964;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1530;39;107;9;61047;4269;0;1;481;0;0,019764401007862573;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1418;51;52;11;72601;2662;1;0;482;0;0,020846548931629454;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;2358;14;49;11;35134;730;1;0;483;0;0,21036173658013269;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1667;30;92;11;50676;2796;1;0;484;0;0,012187613872677696;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1523;39;24;9;59701;940;1;0;485;0;0,012411943863171952;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
295;306;1464;46;92;10;67636;4250;1;0;486;0;0,014623593219704606;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1579;36;123;10;57001;4440;1;0;487;0;0,010021984994337126;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1305;49;16;9;64075;785;1;0;488;0;0,05361161433428237;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1804;26;22;11;47084;574;1;0;489;0;0,022511391782677182;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1660;38;99;8;63080;3762;1;0;490;0;0,018391609638588536;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1621;32;194;11;52520;6285;0;1;491;0;0,02268064525337049;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1529;41;3;11;64065;125;0;1;492;0;0,00841951028797594;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1479;45;136;9;66555;6120;1;0;493;0;0,01220408553835048;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1442;43;96;8;62294;4147;1;0;494;0;0,02656546922868891;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1867;25;121;9;48355;3133;1;0;495;0;0,016240682626691795;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1442;43;152;8;63015;6642;1;0;496;0;0,06279961947901026;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1488;38;51;11;57139;1958;1;0;497;0;0,009782181124403964;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1732;28;167;11;48669;4692;0;1;498;0;0,01274307841061586;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1402;54;44;10;76128;2389;1;0;499;0;0,06455143883138834;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1548;44;40;9;68576;1772;0;0;500;0;0,012900296718206057;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1493;48;145;9;71813;6974;0;1;501;0;0,03276701644712662;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1331;52;154;8;69212;8008;1;0;502;1;0,9459445338374927;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
301;309;1259;63;20;8;80450;1278;1;0;503;1;0,6459812713760419;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
299;308;1375;55;78;9;75762;4297;0;0;504;0;0,07636818893805362;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1321;46;75;9;61954;3517;1;0;505;0;0,042755250956741;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1771;26;216;11;47462;5788;0;0;506;1;0,703669884851982;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
300;311;1477;44;166;10;65283;7337;0;1;507;0;0,008600505631255154;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1390;57;164;9;79786;9413;1;0;508;0;0,17916133948892413;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1489;38;32;9;56730;1219;1;0;509;0;0,014189256900801889;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1433;44;68;11;63338;3005;0;0;510;0;0,017681854811140815;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1385;44;5;11;60940;220;0;1;511;0;0,027662748612523498;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1608;33;106;9;54350;3582;0;1;512;0;0,010418782968687458;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1489;45;42;9;68196;1923;1;0;513;0;0,02213108835796392;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1620;34;112;11;56375;3897;1;0;514;0;0,01491322234025399;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1426;53;172;8;76148;9184;1;0;515;0;0,05350622821477277;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1647;31;52;9;52374;1653;1;0;516;0;0,00908544234783394;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1479;38;139;9;56497;5309;1;0;517;0;0,020805018291347798;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1374;47;150;10;64715;7065;1;0;518;0;0,03364078557964794;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1983;20;83;10;41246;1726;0;1;519;0;0,023612825285533795;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1711;30;148;11;51843;4484;1;0;520;0;0,012066613854446866;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1353;47;190;9;63591;8930;1;0;521;0;0,10438475951353694;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1521;38;87;11;58102;3323;0;1;522;0;0,009315719523774673;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1530;48;15;10;74205;727;1;0;523;0;0,02648895803041066;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;2564;12;127;10;32819;1625;1;0;524;1;0,9189489113488987;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
303;313;1336;47;176;9;63860;8412;1;0;525;0;0,06858483417961372;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1579;36;0;10;57475;0;1;0;526;0;0,018025961236882628;-0,0010416336151943912;3,125048442483204;-0,33484602661259355;0,09092295302134024;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1432;54;51;9;77900;2774;1;0;527;0;0,06982969566924419;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1428;53;176;9;76683;9451;1;0;528;0;0,07612254167519146;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1418;46;84;9;65653;3889;0;1;529;0;0,028186180090989794;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1492;44;15;9;66543;669;1;0;530;0;0,020805018291347798;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1458;45;15;7;65755;676;1;0;531;0;0,035847260966763744;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1437;41;192;10;59060;7891;0;1;532;0;0,052600223705245475;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1414;49;106;8;69710;5225;0;1;533;0;0,1544434024337126;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1662;30;48;10;51023;1473;0;0;534;0;0,009306363699629424;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1459;40;69;11;58651;2773;0;1;535;0;0,014163036171283915;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1384;54;48;8;75843;2630;0;1;536;1;0,7995132436656509;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
300;310;1530;35;80;10;54621;2856;0;1;537;0;0,015648845540619485;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1371;46;121;11;63751;5626;1;0;538;0;0,034017214579850234;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1313;50;170;10;66700;8636;1;0;539;0;0,048733098387759737;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1881;21;29;11;40817;629;1;0;540;0;0,016209802538830212;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1731;33;112;7;57815;3740;0;1;541;0;0,028670727122423197;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1457;37;96;10;54491;3590;1;0;542;0;0,008355780242161909;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1494;37;114;9;55427;4229;0;1;543;0;0,015438447924990434;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1546;39;203;11;60912;7998;1;0;544;0;0,04953595475278819;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1657;31;70;11;51367;2170;0;1;545;0;0,019417650643535515;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1613;36;0;11;58068;0;0;0;546;0;0,014163036171283915;-0,0010416336151943912;3,126577712539185;-0,3459696619302671;0,21979395873799373;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1661;30;129;8;50328;3908;1;0;547;0;0,015467102169995207;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1540;43;141;11;66528;6091;1;0;548;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1530;37;207;9;57068;7721;1;0;549;0;0,416162128801985;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
300;311;1521;39;15;10;60687;598;0;1;550;0;0,008316522405323932;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1483;48;20;7;72222;974;1;0;551;0;0,06454538152352535;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;2323;15;50;9;36935;795;1;0;552;0;0,0682450062760335;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1530;37;57;9;57833;2154;1;0;553;0;0,015510798720907992;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;308;1435;45;62;11;65005;2808;1;0;554;0;0,015658796204208594;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1516;38;61;10;58366;2348;1;0;555;0;0,010021984994337126;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1416;50;210;11;70800;10500;0;1;556;0;0,22627951948528022;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1756;26;33;9;46885;881;0;1;557;0;0,01358971008933355;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1452;42;29;10;62290;1244;1;0;558;0;0,016476416573528833;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1436;36;43;8;52414;1569;1;0;559;0;0,14222990498683633;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1455;43;0;9;63874;0;1;0;560;0;0,020805018291347798;-0,0010416336151943912;3,125048442483204;-0,33484602661259355;0,09092295302134024;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1634;37;78;11;61765;2948;1;0;561;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1334;61;182;8;81374;11102;0;1;562;1;0,8051390739143754;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
302;311;1482;39;127;9;57798;4953;0;0;563;0;0,015438447924990434;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1501;36;69;8;54336;2497;1;0;564;0;0,04394689053500179;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1513;39;32;11;60066;1270;1;0;565;0;0,009811708917617033;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1645;33;22;9;54943;734;0;1;566;0;0,013474990512783825;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1689;32;151;10;55568;4967;1;0;567;0;0,018540713042828012;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1571;31;123;11;49015;3837;1;0;568;0;0,013914846461214034;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1395;50;131;8;70447;6615;1;0;569;0;0,39828462171998585;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
298;309;1450;47;112;11;69455;5364;1;0;570;0;0,01344339787304673;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1968;20;171;9;40147;3488;1;0;571;0;0,015390717924505588;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1429;46;19;10;67020;891;1;0;572;0;0,026864855157325875;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1415;49;8;9;69618;393;1;0;573;0;0,028739337707676074;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1420;45;120;11;65035;5496;0;0;574;0;0,013662927247093302;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1486;39;147;9;58845;5821;0;1;575;0;0,015961708325066135;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1405;46;113;9;65894;5299;0;1;576;0;0,02305428316484511;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1650;31;19;10;52140;600;1;0;577;0;0,016476416573528833;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1450;44;63;10;64959;2822;1;0;578;0;0,010021984994337126;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1510;35;155;11;53605;5502;0;1;579;0;0,009309169679403562;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1475;35;19;9;52067;670;1;0;580;0;0,020805018291347798;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1345;44;37;10;59583;1639;1;0;581;0;0,02779466281503794;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1530;40;93;8;61506;3738;0;1;582;0;0,013096622381636317;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;308;1440;46;64;11;66672;2963;0;1;583;0;0,015876382534699498;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1485;43;174;8;64300;7534;0;1;584;0;0,009966882991735364;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1545;36;18;8;56701;660;1;0;585;0;0,044805631160489065;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1381;49;207;9;68221;10225;1;0;586;0;0,3758060626339625;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
300;310;1684;30;13;10;51867;400;1;0;587;0;0,016476416573528833;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1408;38;144;10;54067;5529;1;0;588;0;0,03265052266966932;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1507;37;217;10;56211;8094;0;1;589;1;0,5238270118894556;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
295;306;1800;27;208;10;49680;5740;1;0;590;0;0,37885521052806204;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
299;308;1418;45;204;9;64802;9322;0;1;591;0;0,1898799365454923;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1405;53;86;11;75308;4609;0;0;592;0;0,07130000498737903;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1607;33;130;9;54155;4381;0;0;593;0;0,012900296718206057;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1786;24;81;8;43399;1968;1;0;594;0;0,01925440315728575;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1948;21;136;9;41687;2910;0;0;595;0;0,015763714425167254;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1493;38;132;11;57480;5082;1;0;596;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1569;31;124;9;49580;3918;0;1;597;0;0,016751001808030377;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1660;31;38;11;52124;1193;1;0;598;0;0,009782181124403964;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1649;33;9;9;54746;298;1;0;599;0;0,015510798720907992;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1423;48;135;10;68304;6480;1;0;600;0;0,020185634075019516;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1403;50;189;9;70991;9563;1;0;601;0;0,11273887988532616;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1609;27;108;9;44408;2980;0;1;602;0;0,02473155683358841;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1338;44;128;10;59407;5683;1;0;603;0;0,02958648170174579;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1425;44;33;10;62700;1452;0;0;604;0;0,01952950190819405;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1327;61;186;9;80947;11346;1;0;605;1;0,9469177113175596;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
304;313;1685;28;66;9;47517;1861;0;1;606;0;0,01388589686026278;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1611;34;186;9;54935;6342;1;0;607;0;0,012448721095443665;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1804;26;222;9;46904;5772;0;1;608;1;0,6898521037911808;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
300;309;1366;49;59;9;67343;2908;1;0;609;0;0,054520418311222944;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1450;44;7;10;64234;310;1;0;610;0;0,010021984994337126;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
